mpid,pmsid,inn_ua,inn_en,atc_code,reg_num,exp_date,language,name,package_pcid,package_status,package_description,package_legal_status,release_form,manufactured_dose_form_id,manufacturer,package_qty
"UA-000000000-000000035","000000035","азитроміцин","azithromycin","J01FA10","UA/7234/03/01","20.06.2117","Українська","АЗИМЕД®","UA-000000000-000000035-000000044","Діючий","порошок для оральної суспензії по 200 мг/5 мл, 1 флакон з порошком (1200 мг азитроміцину) для 30 мл оральної суспензії разом з калібрувальним шприцом та мірною ложечкою в пачці; 1 флакон з порошком (600 мг азитроміцину) для 15 мл оральної суспензії разом з калібрувальним шприцом та мірною ложечкою в пачці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для пероральної суспензії","","ПАТ `Київмедпрепарат`","600.0 міліграм(и)"
"UA-000000000-000000035","000000035","азитроміцин","azithromycin","J01FA10","UA/7234/03/01","20.06.2117","Англійська","AZIMED®","UA-000000000-000000035-000000043","Діючий","порошок для оральної суспензії по 200 мг/5 мл, 1 флакон з порошком (1200 мг азитроміцину) для 30 мл оральної суспензії разом з калібрувальним шприцом та мірною ложечкою в пачці; 1 флакон з порошком (600 мг азитроміцину) для 15 мл оральної суспензії разом з калібрувальним шприцом та мірною ложечкою в пачці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для пероральної суспензії","","ПАТ `Київмедпрепарат`","1.2e3 міліграм(и)"
"UA-000000000-000000035","000000035","азитроміцин","azithromycin","J01FA10","UA/7234/03/01","20.06.2117","Англійська","AZIMED®","UA-000000000-000000035-000000044","Діючий","порошок для оральної суспензії по 200 мг/5 мл, 1 флакон з порошком (1200 мг азитроміцину) для 30 мл оральної суспензії разом з калібрувальним шприцом та мірною ложечкою в пачці; 1 флакон з порошком (600 мг азитроміцину) для 15 мл оральної суспензії разом з калібрувальним шприцом та мірною ложечкою в пачці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для пероральної суспензії","","ПАТ `Київмедпрепарат`","600.0 міліграм(и)"
"UA-000000000-000000036","000000036","азитроміцин","azithromycin","J01FA10","UA/7234/03/02","08.07.2117","Українська","АЗИМЕД®","UA-000000000-000000036-000000045","Діючий","порошок для оральної суспензії, 100 мг/5 мл, 1 флакон з порошком (400 мг азитроміцину) для 20 мл суспензії у флаконі; по 1 флакону разом з калібровочним шприцом і мірною ложечкою в пачці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для пероральної суспензії","","ПАТ `Київмедпрепарат`","400.0 міліграм(и)"
"UA-000000000-000000036","000000036","азитроміцин","azithromycin","J01FA10","UA/7234/03/02","08.07.2117","Англійська","AZIMED®","UA-000000000-000000036-000000045","Діючий","порошок для оральної суспензії, 100 мг/5 мл, 1 флакон з порошком (400 мг азитроміцину) для 20 мл суспензії у флаконі; по 1 флакону разом з калібровочним шприцом і мірною ложечкою в пачці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для пероральної суспензії","","ПАТ `Київмедпрепарат`","400.0 міліграм(и)"
"UA-000000000-000000037","000000037","азитроміцин","azithromycin","J01FA10","UA/7234/02/01","14.04.2115","Українська","АЗИМЕД®","UA-000000000-000000037-000000046","Діючий","таблетки, вкриті плівковою оболонкою, по 500 мг; по 3 або 10 таблеток у блістері; по 1 блістеру у пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","ПАТ `Київмедпрепарат`","3.0 Штук(и/а)"
"UA-000000000-000000037","000000037","азитроміцин","azithromycin","J01FA10","UA/7234/02/01","14.04.2115","Українська","АЗИМЕД®","UA-000000000-000000037-000000047","Діючий","таблетки, вкриті плівковою оболонкою, по 500 мг; по 3 або 10 таблеток у блістері; по 1 блістеру у пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","ПАТ `Київмедпрепарат`","10.0 Штук(и/а)"
"UA-000000000-000000037","000000037","азитроміцин","azithromycin","J01FA10","UA/7234/02/01","14.04.2115","Англійська","Azimed®","UA-000000000-000000037-000000046","Діючий","таблетки, вкриті плівковою оболонкою, по 500 мг; по 3 або 10 таблеток у блістері; по 1 блістеру у пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","ПАТ `Київмедпрепарат`","3.0 Штук(и/а)"
"UA-000000000-000000037","000000037","азитроміцин","azithromycin","J01FA10","UA/7234/02/01","14.04.2115","Англійська","Azimed®","UA-000000000-000000037-000000047","Діючий","таблетки, вкриті плівковою оболонкою, по 500 мг; по 3 або 10 таблеток у блістері; по 1 блістеру у пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","ПАТ `Київмедпрепарат`","10.0 Штук(и/а)"
"UA-000000000-000000038","000000038","азитроміцин","azithromycin","J01FA10","UA/14380/01/01","24.12.2119","Українська","АЗИПОЛ","UA-000000000-000000038-000000048","Діючий","таблетки, вкриті плівковою оболонкою, по 250 мг по 3 таблетки в блістері; по 2 блістери в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","АТ `Адамед Фарма`","3.0 Штук(и/а)"
"UA-000000000-000000038","000000038","азитроміцин","azithromycin","J01FA10","UA/14380/01/01","24.12.2119","Англійська","AZIPOL","UA-000000000-000000038-000000048","Діючий","таблетки, вкриті плівковою оболонкою, по 250 мг по 3 таблетки в блістері; по 2 блістери в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","АТ `Адамед Фарма`","3.0 Штук(и/а)"
"UA-000000000-000000039","000000039","азитроміцин","azithromycin","J01FA10","UA/14380/01/02","24.12.2119","Українська","АЗИПОЛ","UA-000000000-000000039-000000049","Діючий","таблетки, вкриті плівковою оболонкою, по 500 мг по 2 або 3 таблетки в блістері; по 1 блістеру в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","АТ `Адамед Фарма`","3.0 Штук(и/а)"
"UA-000000000-000000039","000000039","азитроміцин","azithromycin","J01FA10","UA/14380/01/02","24.12.2119","Українська","АЗИПОЛ","UA-000000000-000000039-000000050","Діючий","таблетки, вкриті плівковою оболонкою, по 500 мг по 2 або 3 таблетки в блістері; по 1 блістеру в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","АТ `Адамед Фарма`","2.0 Штук(и/а)"
"UA-000000000-000000039","000000039","азитроміцин","azithromycin","J01FA10","UA/14380/01/02","24.12.2119","Англійська","AZIPOL","UA-000000000-000000039-000000049","Діючий","таблетки, вкриті плівковою оболонкою, по 500 мг по 2 або 3 таблетки в блістері; по 1 блістеру в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","АТ `Адамед Фарма`","3.0 Штук(и/а)"
"UA-000000000-000000039","000000039","азитроміцин","azithromycin","J01FA10","UA/14380/01/02","24.12.2119","Англійська","AZIPOL","UA-000000000-000000039-000000050","Діючий","таблетки, вкриті плівковою оболонкою, по 500 мг по 2 або 3 таблетки в блістері; по 1 блістеру в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","АТ `Адамед Фарма`","2.0 Штук(и/а)"
"UA-000000000-000000040","000000040","азитроміцин","azithromycin","J01FA10","UA/4764/02/01","19.05.2117","Українська","АЗИТРО САНДОЗ®","UA-000000000-000000040-000000052","Діючий","порошок для оральної суспензії, 100 мг/5 мл по 17,1 г порошку для 20 мл оральної суспензії у флаконі; по 1 флакону у комплекті з адаптером та шприцом для дозування у картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для пероральної суспензії","","Сандоз С. Р. Л.","17.1 грам(и)"
"UA-000000000-000000040","000000040","азитроміцин","azithromycin","J01FA10","UA/4764/02/01","19.05.2117","Англійська","AZITHRO SANDOZ®","UA-000000000-000000040-000000052","Діючий","порошок для оральної суспензії, 100 мг/5 мл по 17,1 г порошку для 20 мл оральної суспензії у флаконі; по 1 флакону у комплекті з адаптером та шприцом для дозування у картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для пероральної суспензії","","Сандоз С. Р. Л.","17.1 грам(и)"
"UA-000000000-000000041","000000041","азитроміцин","azithromycin","J01FA10","UA/4764/02/02","19.05.2117","Українська","АЗИТРО САНДОЗ®","UA-000000000-000000041-000026424","Діючий","порошок для оральної суспензії, 200 мг/5 мл: по 17,1 г порошку для 20 мл оральної суспензії у флаконі; по 1 флакону у комплекті з адаптером та шприцом для дозування у картонній коробці; по 24,8 г порошку для 30 мл оральної суспензії у флаконі; по 1 флакону у комплекті з адаптером та шприцом для дозування у картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для пероральної суспензії","","Сандоз С. Р. Л.","17.1 грам(и)"
"UA-000000000-000000041","000000041","азитроміцин","azithromycin","J01FA10","UA/4764/02/02","19.05.2117","Українська","АЗИТРО САНДОЗ®","UA-000000000-000000041-000026425","Діючий","порошок для оральної суспензії, 200 мг/5 мл: по 17,1 г порошку для 20 мл оральної суспензії у флаконі; по 1 флакону у комплекті з адаптером та шприцом для дозування у картонній коробці; по 24,8 г порошку для 30 мл оральної суспензії у флаконі; по 1 флакону у комплекті з адаптером та шприцом для дозування у картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для пероральної суспензії","","Сандоз С. Р. Л.","24.8 грам(и)"
"UA-000000000-000000041","000000041","азитроміцин","azithromycin","J01FA10","UA/4764/02/02","19.05.2117","Англійська","AZITHRO SANDOZ®","UA-000000000-000000041-000026424","Діючий","порошок для оральної суспензії, 200 мг/5 мл: по 17,1 г порошку для 20 мл оральної суспензії у флаконі; по 1 флакону у комплекті з адаптером та шприцом для дозування у картонній коробці; по 24,8 г порошку для 30 мл оральної суспензії у флаконі; по 1 флакону у комплекті з адаптером та шприцом для дозування у картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для пероральної суспензії","","Сандоз С. Р. Л.","17.1 грам(и)"
"UA-000000000-000000041","000000041","азитроміцин","azithromycin","J01FA10","UA/4764/02/02","19.05.2117","Англійська","AZITHRO SANDOZ®","UA-000000000-000000041-000026425","Діючий","порошок для оральної суспензії, 200 мг/5 мл: по 17,1 г порошку для 20 мл оральної суспензії у флаконі; по 1 флакону у комплекті з адаптером та шприцом для дозування у картонній коробці; по 24,8 г порошку для 30 мл оральної суспензії у флаконі; по 1 флакону у комплекті з адаптером та шприцом для дозування у картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для пероральної суспензії","","Сандоз С. Р. Л.","24.8 грам(и)"
"UA-000000000-000000042","000000042","азитроміцин","azithromycin","J01FA10","UA/11332/01/01","21.09.2120","Українська","АЗИТРО САНДОЗ®","UA-000000000-000000042-000000055","Діючий","таблетки, вкриті плівковою оболонкою, по 250 мг; по 6 таблеток у блістері, по 1 блістеру в коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","Салютас Фарма ГмбХ (первинна та вторинна упаковка, контроль серії, дозвіл на випуск серії)","6.0 Штук(и/а)"
"UA-000000000-000000042","000000042","азитроміцин","azithromycin","J01FA10","UA/11332/01/01","21.09.2120","Англійська","AZITHRO SANDOZ®","UA-000000000-000000042-000000055","Діючий","таблетки, вкриті плівковою оболонкою, по 250 мг; по 6 таблеток у блістері, по 1 блістеру в коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","Салютас Фарма ГмбХ (первинна та вторинна упаковка, контроль серії, дозвіл на випуск серії)","6.0 Штук(и/а)"
"UA-000000000-000000043","000000043","азитроміцин","azithromycin","J01FA10","UA/11332/01/02","21.09.2120","Українська","АЗИТРО САНДОЗ®","UA-000000000-000000043-000000056","Діючий","таблетки, вкриті плівковою оболонкою, по 500 мг; по 3 або 6 таблеток у блістері, по 1 блістеру в коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","Салютас Фарма ГмбХ (первинна та вторинна упаковка, контроль серії, дозвіл на випуск серії)","3.0 Штук(и/а)"
"UA-000000000-000000043","000000043","азитроміцин","azithromycin","J01FA10","UA/11332/01/02","21.09.2120","Українська","АЗИТРО САНДОЗ®","UA-000000000-000000043-000000057","Діючий","таблетки, вкриті плівковою оболонкою, по 500 мг; по 3 або 6 таблеток у блістері, по 1 блістеру в коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","Салютас Фарма ГмбХ (первинна та вторинна упаковка, контроль серії, дозвіл на випуск серії)","6.0 Штук(и/а)"
"UA-000000000-000000043","000000043","азитроміцин","azithromycin","J01FA10","UA/11332/01/02","21.09.2120","Англійська","AZITHRO SANDOZ®","UA-000000000-000000043-000000056","Діючий","таблетки, вкриті плівковою оболонкою, по 500 мг; по 3 або 6 таблеток у блістері, по 1 блістеру в коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","Салютас Фарма ГмбХ (первинна та вторинна упаковка, контроль серії, дозвіл на випуск серії)","3.0 Штук(и/а)"
"UA-000000000-000000043","000000043","азитроміцин","azithromycin","J01FA10","UA/11332/01/02","21.09.2120","Англійська","AZITHRO SANDOZ®","UA-000000000-000000043-000000057","Діючий","таблетки, вкриті плівковою оболонкою, по 500 мг; по 3 або 6 таблеток у блістері, по 1 блістеру в коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита плівковою оболонкою","","Салютас Фарма ГмбХ (первинна та вторинна упаковка, контроль серії, дозвіл на випуск серії)","6.0 Штук(и/а)"
"UA-000000000-000000044","000000044","азитроміцин","azithromycin","J01FA10","UA/10599/01/01","01.08.2120","Українська","АЗИТРОМАКС","UA-000000000-000000044-000000059","Діючий","таблетки, вкриті оболонкою, по 250 мг, по 30 таблеток у флаконі, по 6 таблеток у блістері, по 1 блістеру у картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","Фармасайнс Інк.","6.0 Штук(и/а)"
"UA-000000000-000000044","000000044","азитроміцин","azithromycin","J01FA10","UA/10599/01/01","01.08.2120","Українська","АЗИТРОМАКС","UA-000000000-000000044-000000058","Діючий","таблетки, вкриті оболонкою, по 250 мг, по 30 таблеток у флаконі, по 6 таблеток у блістері, по 1 блістеру у картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","Фармасайнс Інк.","30.0 Штук(и/а)"
"UA-000000000-000000044","000000044","азитроміцин","azithromycin","J01FA10","UA/10599/01/01","01.08.2120","Англійська","AZITHROMAX","UA-000000000-000000044-000000059","Діючий","таблетки, вкриті оболонкою, по 250 мг, по 30 таблеток у флаконі, по 6 таблеток у блістері, по 1 блістеру у картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","Фармасайнс Інк.","6.0 Штук(и/а)"
"UA-000000000-000000044","000000044","азитроміцин","azithromycin","J01FA10","UA/10599/01/01","01.08.2120","Англійська","AZITHROMAX","UA-000000000-000000044-000000058","Діючий","таблетки, вкриті оболонкою, по 250 мг, по 30 таблеток у флаконі, по 6 таблеток у блістері, по 1 блістеру у картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","Фармасайнс Інк.","30.0 Штук(и/а)"
"UA-000000000-000000045","000000045","азитроміцин","azithromycin","J01FA10","UA/10599/01/02","01.08.2120","Українська","АЗИТРОМАКС","UA-000000000-000000045-000000066","Діючий","таблетки, вкриті оболонкою, по 600 мг, по 30 таблеток у флаконі","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","Фармасайнс Інк.","30.0 Штук(и/а)"
"UA-000000000-000000045","000000045","азитроміцин","azithromycin","J01FA10","UA/10599/01/02","01.08.2120","Англійська","AZITHROMAX","UA-000000000-000000045-000000066","Діючий","таблетки, вкриті оболонкою, по 600 мг, по 30 таблеток у флаконі","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","Фармасайнс Інк.","30.0 Штук(и/а)"
"UA-000000000-000000046","000000046","азитроміцин","azithromycin","J01FA10","UA/20283/01/01","13.12.2028","Українська","АЗИТРОМІЦИН","UA-000000000-000000046-000000067","Діючий","таблетки, вкриті оболонкою, по 500 мг по 3 таблетки в блістері та картонній пачці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","Блуфарма-Індастріа Фармасеутіка, С.А.","3.0 Штук(и/а)"
"UA-000000000-000000046","000000046","азитроміцин","azithromycin","J01FA10","UA/20283/01/01","13.12.2028","Англійська","AZITHROMYCIN","UA-000000000-000000046-000000067","Діючий","таблетки, вкриті оболонкою, по 500 мг по 3 таблетки в блістері та картонній пачці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","Блуфарма-Індастріа Фармасеутіка, С.А.","3.0 Штук(и/а)"
"UA-000000000-000000047","000000047","азитроміцин","azithromycin","J01FA10","UA/2390/01/01","13.09.2119","Українська","АЗИТРОМІЦИН-АСТРАФАРМ","UA-000000000-000000047-000000068","Діючий","капсули по 250 мг, по 6 капсули у блістері; по 1 блістеру в коробці","Лікарський засіб, що відпускається за рецептом лікаря","Капсула","","ТОВ `АСТРАФАРМ`","6.0 Штук(и/а)"
"UA-000000000-000000047","000000047","азитроміцин","azithromycin","J01FA10","UA/2390/01/01","13.09.2119","Англійська","AZITHROMYCIN-ASTRAFARM","UA-000000000-000000047-000000068","Діючий","капсули по 250 мг, по 6 капсули у блістері; по 1 блістеру в коробці","Лікарський засіб, що відпускається за рецептом лікаря","Капсула","","ТОВ `АСТРАФАРМ`","6.0 Штук(и/а)"
"UA-000000000-000000048","000000048","азитроміцин","azithromycin","J01FA10","UA/2390/01/02","13.09.2119","Українська","АЗИТРОМІЦИН-АСТРАФАРМ","UA-000000000-000000048-000000069","Діючий","капсули по 500 мг, по 3 капсули у блістері; по 1 блістеру в коробці","Лікарський засіб, що відпускається за рецептом лікаря","Капсула","","ТОВ `АСТРАФАРМ`","3.0 Штук(и/а)"
"UA-000000000-000000048","000000048","азитроміцин","azithromycin","J01FA10","UA/2390/01/02","13.09.2119","Англійська","AZITHROMYCIN-ASTRAFARM","UA-000000000-000000048-000000069","Діючий","капсули по 500 мг, по 3 капсули у блістері; по 1 блістеру в коробці","Лікарський засіб, що відпускається за рецептом лікаря","Капсула","","ТОВ `АСТРАФАРМ`","3.0 Штук(и/а)"
"UA-000000000-000000049","000000049","азитроміцин","azithromycin","J01FA10","UA/6711/01/01","30.06.2117","Українська","АЗИТРОМІЦИН-БХФЗ","UA-000000000-000000049-000000018","Діючий","капсули по 250 мг, по 6  капсул у блістері; по 1 блістеру в пачці","Лікарський засіб, що відпускається за рецептом лікаря","Капсула","","Публічне акціонерне товариство `Науково-виробничий центр `Борщагівський хіміко-фармацевтичний завод`","6.0 Штук(и/а)"
"UA-000000000-000000049","000000049","азитроміцин","azithromycin","J01FA10","UA/6711/01/01","30.06.2117","Українська","АЗИТРОМІЦИН-БХФЗ","UA-000000000-000000049-000000019","Діючий","капсули по 250 мг, по 10 капсул у блістері; по 1 блістеру в пачці","Лікарський засіб, що відпускається за рецептом лікаря","Капсула","","Публічне акціонерне товариство `Науково-виробничий центр `Борщагівський хіміко-фармацевтичний завод`","10.0 Штук(и/а)"
"UA-000000000-000000049","000000049","азитроміцин","azithromycin","J01FA10","UA/6711/01/01","30.06.2117","Англійська","AZITHROMYCIN-BCPP","UA-000000000-000000049-000000018","Діючий","капсули по 250 мг, по 6  капсул у блістері; по 1 блістеру в пачці","Лікарський засіб, що відпускається за рецептом лікаря","Капсула","","Публічне акціонерне товариство `Науково-виробничий центр `Борщагівський хіміко-фармацевтичний завод`","6.0 Штук(и/а)"
"UA-000000000-000000049","000000049","азитроміцин","azithromycin","J01FA10","UA/6711/01/01","30.06.2117","Англійська","AZITHROMYCIN-BCPP","UA-000000000-000000049-000000019","Діючий","капсули по 250 мг, по 10 капсул у блістері; по 1 блістеру в пачці","Лікарський засіб, що відпускається за рецептом лікаря","Капсула","","Публічне акціонерне товариство `Науково-виробничий центр `Борщагівський хіміко-фармацевтичний завод`","10.0 Штук(и/а)"
"UA-000000000-000000050","000000050","азитроміцин","azithromycin","J01FA10","UA/19468/01/01","09.06.2027","Українська","АЗИТРОМІЦИН-ВІСТА","UA-000000000-000000050-000000051","Діючий","порошок для розчину для інфузій по 500 мг у флаконі, по 1 флакону в пачці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для інфузії","","АНФАРМ ХЕЛЛАС С.А","500.0 міліграм(и)"
"UA-000000000-000000050","000000050","азитроміцин","azithromycin","J01FA10","UA/19468/01/01","09.06.2027","Англійська","Azithromycin-Vista","UA-000000000-000000050-000000051","Діючий","порошок для розчину для інфузій по 500 мг у флаконі, по 1 флакону в пачці","Лікарський засіб, що відпускається за рецептом лікаря","Порошок для розчину для інфузії","","АНФАРМ ХЕЛЛАС С.А","500.0 міліграм(и)"
"UA-000000000-000000051","000000051","азитроміцин","azithromycin","J01FA10","UA/0137/02/01","30.11.2118","Українська","АЗИТРОМІЦИН-ДАРНИЦЯ","UA-000000000-000000051-000000070","Діючий","таблетки, вкриті оболонкою, по 500 мг; по 3 таблетки у контурній чарунковій упаковці; по 1 контурній чарунковій упаковці в пачці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","ПрАТ `Фармацевтична фірма `Дарниця`","3.0 Штук(и/а)"
"UA-000000000-000000051","000000051","азитроміцин","azithromycin","J01FA10","UA/0137/02/01","30.11.2118","Англійська","AZITHROMYCIN-DARNYTSIA","UA-000000000-000000051-000000070","Діючий","таблетки, вкриті оболонкою, по 500 мг; по 3 таблетки у контурній чарунковій упаковці; по 1 контурній чарунковій упаковці в пачці","Лікарський засіб, що відпускається за рецептом лікаря","Таблетка, вкрита оболонкою","","ПрАТ `Фармацевтична фірма `Дарниця`","3.0 Штук(и/а)"
"UA-000000000-000000052","000000052","азитроміцин","azithromycin","J01FA10","UA/9503/01/01","23.10.2118","Українська","АЗИТРОМІЦИН-ЗДОРОВ'Я","UA-000000000-000000052-000000071","Діючий","капсули по 125 мг для ТОВ `Фармацевтична компанія `Здоров`я`: по 6 капсул у блістері; по 1 блістеру в картонній коробці; для ТОВ `Фармекс Груп`: по 6 капсул у блістері, по 1 блістеру в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Капсула","","Товариство з обмеженою відповідальністю `Фармацевтична компанія `Здоров'я` (всі стадії виробництва, контроль якості, випуск серії)","6.0 Штук(и/а)"
"UA-000000000-000000052","000000052","азитроміцин","azithromycin","J01FA10","UA/9503/01/01","23.10.2118","Англійська","AZITHROMYCIN -ZDOROVYE","UA-000000000-000000052-000000071","Діючий","капсули по 125 мг для ТОВ `Фармацевтична компанія `Здоров`я`: по 6 капсул у блістері; по 1 блістеру в картонній коробці; для ТОВ `Фармекс Груп`: по 6 капсул у блістері, по 1 блістеру в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Капсула","","Товариство з обмеженою відповідальністю `Фармацевтична компанія `Здоров'я` (всі стадії виробництва, контроль якості, випуск серії)","6.0 Штук(и/а)"
"UA-000000000-000000053","000000053","азитроміцин","azithromycin","J01FA10","UA/9503/01/02","23.10.2118","Українська","АЗИТРОМІЦИН-ЗДОРОВ'Я","UA-000000000-000000053-000000072","Діючий","капсули по 250 мг для ТОВ `Фармацевтична компанія `Здоров`я`: по 6 капсул у блістері; по 1 блістеру в картонній коробці; для ТОВ `Фармекс Груп`: по 6 капсул у блістері, по 1 блістеру в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Капсула","","Товариство з обмеженою відповідальністю `Фармацевтична компанія `Здоров'я` (всі стадії виробництва, контроль якості, випуск серії)","6.0 Штук(и/а)"
"UA-000000000-000000053","000000053","азитроміцин","azithromycin","J01FA10","UA/9503/01/02","23.10.2118","Англійська","AZITHROMYCIN -ZDOROVYE","UA-000000000-000000053-000000072","Діючий","капсули по 250 мг для ТОВ `Фармацевтична компанія `Здоров`я`: по 6 капсул у блістері; по 1 блістеру в картонній коробці; для ТОВ `Фармекс Груп`: по 6 капсул у блістері, по 1 блістеру в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Капсула","","Товариство з обмеженою відповідальністю `Фармацевтична компанія `Здоров'я` (всі стадії виробництва, контроль якості, випуск серії)","6.0 Штук(и/а)"
"UA-000000000-000000054","000000054","азитроміцин","azithromycin","J01FA10","UA/9503/01/03","23.10.2118","Українська","АЗИТРОМІЦИН-ЗДОРОВ'Я","UA-000000000-000000054-000000073","Діючий","капсули по 500 мг для ТОВ `Фармацевтична компанія `Здоров`я`: по 3 капсули у блістері; по 1 блістеру в картонній коробці; для ТОВ `Фармекс Груп`: по 3 капсули у блістері, по 1 блістеру в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Капсула","","Товариство з обмеженою відповідальністю `Фармацевтична компанія `Здоров'я` (всі стадії виробництва, контроль якості, випуск серії)","3.0 Штук(и/а)"
"UA-000000000-000000054","000000054","азитроміцин","azithromycin","J01FA10","UA/9503/01/03","23.10.2118","Англійська","AZITHROMYCIN -ZDOROVYE","UA-000000000-000000054-000000073","Діючий","капсули по 500 мг для ТОВ `Фармацевтична компанія `Здоров`я`: по 3 капсули у блістері; по 1 блістеру в картонній коробці; для ТОВ `Фармекс Груп`: по 3 капсули у блістері, по 1 блістеру в картонній коробці","Лікарський засіб, що відпускається за рецептом лікаря","Капсула","","Товариство з обмеженою відповідальністю `Фармацевтична компанія `Здоров'я` (всі стадії виробництва, контроль якості, випуск серії)","3.0 Штук(и/а)"
"UA-000000000-000000055","000000055","азитроміцин","azithromycin","J01FA10","UA/9068/01/01","29.01.2119","Українська","АЗИТРОМІЦИН-КР","UA-000000000-000000055-000026180","Діючий","капсули по 0,25 г по 6 капсули у блістері; по 1 блістеру у пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Капсула","","ПАТ `Хімфармзавод `Червона зірка`","6.0 Штук(и/а)"
"UA-000000000-000000055","000000055","азитроміцин","azithromycin","J01FA10","UA/9068/01/01","29.01.2119","Англійська","AZITHROMYCIN-KR","UA-000000000-000000055-000026180","Діючий","капсули по 0,25 г по 6 капсули у блістері; по 1 блістеру у пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Капсула","","ПАТ `Хімфармзавод `Червона зірка`","6.0 Штук(и/а)"
"UA-000000000-000000056","000000056","азитроміцин","azithromycin","J01FA10","UA/9068/01/02","29.01.2119","Українська","АЗИТРОМІЦИН-КР","UA-000000000-000000056-000026181","Діючий","капсули по 0,5 г по 3 капсули у блістері; по 1 блістеру у пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Капсула","","ПАТ `Хімфармзавод `Червона зірка`","3.0 Штук(и/а)"
"UA-000000000-000000056","000000056","азитроміцин","azithromycin","J01FA10","UA/9068/01/02","29.01.2119","Англійська","AZITHROMYCIN-KR","UA-000000000-000000056-000026181","Діючий","капсули по 0,5 г по 3 капсули у блістері; по 1 блістеру у пачці з картону","Лікарський засіб, що відпускається за рецептом лікаря","Капсула","","ПАТ `Хімфармзавод `Червона зірка`","3.0 Штук(и/а)"
"UA-000000000-000000057","000000057","азитроміцин","azithromycin","J01FA10","UA/9068/02/01","28.10.2119","Українська","АЗИТРОМІЦИН-КР","UA-000000000-000000057-000026426","Діючий","порошок гранульований для оральної суспензії, 200 мг/5 мл по 25,4 г у банці; по 1 банці разом з каліброваним шприцом для дозування та мірною ложечкою в пачці","Лікарський засіб, що відпускається за рецептом лікаря","Гранули для пероральної суспензії","","ПАТ `Хімфармзавод `Червона зірка`","25.4 грам(и)"
